priority,pack_id,year,make,model,trim,powertrain,oem_family,schedule_kind,segment,tier,manual_share_policy,msrp_note,status,ymm
"1684","jeep-grand-cherokee-2022-limited","2022","Jeep","Grand Cherokee","Limited","","jeep","fixed_interval","volume_suv","volume","","","target","2022 Jeep Grand Cherokee"
"1685","jeep-grand-cherokee-2022-overland","2022","Jeep","Grand Cherokee","Overland","","jeep","fixed_interval","volume_suv","volume","","","target","2022 Jeep Grand Cherokee"
"1686","jeep-grand-cherokee-2021-laredo","2021","Jeep","Grand Cherokee","Laredo","","jeep","fixed_interval","volume_suv","volume","","","target","2021 Jeep Grand Cherokee"
"1687","jeep-grand-cherokee-2021-limited","2021","Jeep","Grand Cherokee","Limited","","jeep","fixed_interval","volume_suv","volume","","","target","2021 Jeep Grand Cherokee"
"1688","jeep-grand-cherokee-2021-overland","2021","Jeep","Grand Cherokee","Overland","","jeep","fixed_interval","volume_suv","volume","","","target","2021 Jeep Grand Cherokee"
"1689","jeep-grand-cherokee-2020-laredo","2020","Jeep","Grand Cherokee","Laredo","","jeep","fixed_interval","volume_suv","volume","","","target","2020 Jeep Grand Cherokee"
"1690","jeep-grand-cherokee-2020-limited","2020","Jeep","Grand Cherokee","Limited","","jeep","fixed_interval","volume_suv","volume","","","target","2020 Jeep Grand Cherokee"
"1691","jeep-grand-cherokee-2020-overland","2020","Jeep","Grand Cherokee","Overland","","jeep","fixed_interval","volume_suv","volume","","","target","2020 Jeep Grand Cherokee"
"1692","ford-bronco-sport-2025-base","2025","Ford","Bronco Sport","Base","","ford","fixed_interval","volume_suv","volume","","","target","2025 Ford Bronco Sport"
"1693","ford-bronco-sport-2025-big-bend","2025","Ford","Bronco Sport","Big Bend","","ford","fixed_interval","volume_suv","volume","","","target","2025 Ford Bronco Sport"
"1694","ford-bronco-sport-2025-outer-banks","2025","Ford","Bronco Sport","Outer Banks","","ford","fixed_interval","volume_suv","volume","","","target","2025 Ford Bronco Sport"
"1695","ford-bronco-sport-2024-base","2024","Ford","Bronco Sport","Base","","ford","fixed_interval","volume_suv","volume","","","target","2024 Ford Bronco Sport"
"1696","ford-bronco-sport-2024-big-bend","2024","Ford","Bronco Sport","Big Bend","","ford","fixed_interval","volume_suv","volume","","","target","2024 Ford Bronco Sport"
"1697","ford-bronco-sport-2024-outer-banks","2024","Ford","Bronco Sport","Outer Banks","","ford","fixed_interval","volume_suv","volume","","","target","2024 Ford Bronco Sport"
"1698","ford-bronco-sport-2023-base","2023","Ford","Bronco Sport","Base","","ford","fixed_interval","volume_suv","volume","","","target","2023 Ford Bronco Sport"
"1699","ford-bronco-sport-2023-big-bend","2023","Ford","Bronco Sport","Big Bend","","ford","fixed_interval","volume_suv","volume","","","target","2023 Ford Bronco Sport"
"1700","ford-bronco-sport-2023-outer-banks","2023","Ford","Bronco Sport","Outer Banks","","ford","fixed_interval","volume_suv","volume","","","target","2023 Ford Bronco Sport"
"1701","ford-bronco-sport-2022-base","2022","Ford","Bronco Sport","Base","","ford","fixed_interval","volume_suv","volume","","","target","2022 Ford Bronco Sport"
"1702","ford-bronco-sport-2022-big-bend","2022","Ford","Bronco Sport","Big Bend","","ford","fixed_interval","volume_suv","volume","","","target","2022 Ford Bronco Sport"
"1703","ford-bronco-sport-2022-outer-banks","2022","Ford","Bronco Sport","Outer Banks","","ford","fixed_interval","volume_suv","volume","","","target","2022 Ford Bronco Sport"
"1704","ford-bronco-sport-2021-base","2021","Ford","Bronco Sport","Base","","ford","fixed_interval","volume_suv","volume","","","target","2021 Ford Bronco Sport"
"1705","ford-bronco-sport-2021-big-bend","2021","Ford","Bronco Sport","Big Bend","","ford","fixed_interval","volume_suv","volume","","","target","2021 Ford Bronco Sport"
"1706","ford-bronco-sport-2021-outer-banks","2021","Ford","Bronco Sport","Outer Banks","","ford","fixed_interval","volume_suv","volume","","","target","2021 Ford Bronco Sport"
"1707","volkswagen-tiguan-2025-s","2025","Volkswagen","Tiguan","S","","vw","fixed_interval","volume_suv","volume","","","target","2025 Volkswagen Tiguan"
"1708","volkswagen-tiguan-2025-se","2025","Volkswagen","Tiguan","SE","","vw","fixed_interval","volume_suv","volume","","","target","2025 Volkswagen Tiguan"
"1709","volkswagen-tiguan-2025-sel-r-line","2025","Volkswagen","Tiguan","SEL R-Line","","vw","fixed_interval","volume_suv","volume","","","target","2025 Volkswagen Tiguan"
"1710","volkswagen-tiguan-2024-s","2024","Volkswagen","Tiguan","S","","vw","fixed_interval","volume_suv","volume","","","target","2024 Volkswagen Tiguan"
"1711","volkswagen-tiguan-2024-se","2024","Volkswagen","Tiguan","SE","","vw","fixed_interval","volume_suv","volume","","","target","2024 Volkswagen Tiguan"
"1712","volkswagen-tiguan-2024-sel-r-line","2024","Volkswagen","Tiguan","SEL R-Line","","vw","fixed_interval","volume_suv","volume","","","target","2024 Volkswagen Tiguan"
"1713","volkswagen-tiguan-2023-s","2023","Volkswagen","Tiguan","S","","vw","fixed_interval","volume_suv","volume","","","target","2023 Volkswagen Tiguan"
"1714","volkswagen-tiguan-2023-se","2023","Volkswagen","Tiguan","SE","","vw","fixed_interval","volume_suv","volume","","","target","2023 Volkswagen Tiguan"
"1715","volkswagen-tiguan-2023-sel-r-line","2023","Volkswagen","Tiguan","SEL R-Line","","vw","fixed_interval","volume_suv","volume","","","target","2023 Volkswagen Tiguan"
"1716","volkswagen-tiguan-2022-s","2022","Volkswagen","Tiguan","S","","vw","fixed_interval","volume_suv","volume","","","target","2022 Volkswagen Tiguan"
"1717","volkswagen-tiguan-2022-se","2022","Volkswagen","Tiguan","SE","","vw","fixed_interval","volume_suv","volume","","","target","2022 Volkswagen Tiguan"
"1718","volkswagen-tiguan-2022-sel-r-line","2022","Volkswagen","Tiguan","SEL R-Line","","vw","fixed_interval","volume_suv","volume","","","target","2022 Volkswagen Tiguan"
"1719","volkswagen-tiguan-2021-s","2021","Volkswagen","Tiguan","S","","vw","fixed_interval","volume_suv","volume","","","target","2021 Volkswagen Tiguan"
"1720","volkswagen-tiguan-2021-se","2021","Volkswagen","Tiguan","SE","","vw","fixed_interval","volume_suv","volume","","","target","2021 Volkswagen Tiguan"
"1721","volkswagen-tiguan-2021-sel-r-line","2021","Volkswagen","Tiguan","SEL R-Line","","vw","fixed_interval","volume_suv","volume","","","target","2021 Volkswagen Tiguan"
"1722","volkswagen-tiguan-2020-s","2020","Volkswagen","Tiguan","S","","vw","fixed_interval","volume_suv","volume","","","target","2020 Volkswagen Tiguan"
"1723","volkswagen-tiguan-2020-se","2020","Volkswagen","Tiguan","SE","","vw","fixed_interval","volume_suv","volume","","","target","2020 Volkswagen Tiguan"
"1724","volkswagen-tiguan-2020-sel-r-line","2020","Volkswagen","Tiguan","SEL R-Line","","vw","fixed_interval","volume_suv","volume","","","target","2020 Volkswagen Tiguan"
"1725","hyundai-palisade-2025-se","2025","Hyundai","Palisade","SE","","hyundai","fixed_interval","volume_suv","volume","","","target","2025 Hyundai Palisade"
"1726","hyundai-palisade-2025-sel","2025","Hyundai","Palisade","SEL","","hyundai","fixed_interval","volume_suv","volume","","","target","2025 Hyundai Palisade"
"1727","hyundai-palisade-2025-limited","2025","Hyundai","Palisade","Limited","","hyundai","fixed_interval","volume_suv","volume","","","target","2025 Hyundai Palisade"
"1728","hyundai-palisade-2024-se","2024","Hyundai","Palisade","SE","","hyundai","fixed_interval","volume_suv","volume","","","target","2024 Hyundai Palisade"
"1729","hyundai-palisade-2024-sel","2024","Hyundai","Palisade","SEL","","hyundai","fixed_interval","volume_suv","volume","","","target","2024 Hyundai Palisade"
"1730","hyundai-palisade-2024-limited","2024","Hyundai","Palisade","Limited","","hyundai","fixed_interval","volume_suv","volume","","","target","2024 Hyundai Palisade"
"1731","hyundai-palisade-2023-se","2023","Hyundai","Palisade","SE","","hyundai","fixed_interval","volume_suv","volume","","","target","2023 Hyundai Palisade"
"1732","hyundai-palisade-2023-sel","2023","Hyundai","Palisade","SEL","","hyundai","fixed_interval","volume_suv","volume","","","target","2023 Hyundai Palisade"
"1733","hyundai-palisade-2023-limited","2023","Hyundai","Palisade","Limited","","hyundai","fixed_interval","volume_suv","volume","","","target","2023 Hyundai Palisade"
"1734","hyundai-palisade-2022-se","2022","Hyundai","Palisade","SE","","hyundai","fixed_interval","volume_suv","volume","","","target","2022 Hyundai Palisade"
"1735","hyundai-palisade-2022-sel","2022","Hyundai","Palisade","SEL","","hyundai","fixed_interval","volume_suv","volume","","","target","2022 Hyundai Palisade"
"1736","hyundai-palisade-2022-limited","2022","Hyundai","Palisade","Limited","","hyundai","fixed_interval","volume_suv","volume","","","target","2022 Hyundai Palisade"
"1737","hyundai-palisade-2021-se","2021","Hyundai","Palisade","SE","","hyundai","fixed_interval","volume_suv","volume","","","target","2021 Hyundai Palisade"
"1738","hyundai-palisade-2021-sel","2021","Hyundai","Palisade","SEL","","hyundai","fixed_interval","volume_suv","volume","","","target","2021 Hyundai Palisade"
"1739","hyundai-palisade-2021-limited","2021","Hyundai","Palisade","Limited","","hyundai","fixed_interval","volume_suv","volume","","","target","2021 Hyundai Palisade"
"1740","hyundai-palisade-2020-se","2020","Hyundai","Palisade","SE","","hyundai","fixed_interval","volume_suv","volume","","","target","2020 Hyundai Palisade"
"1741","hyundai-palisade-2020-sel","2020","Hyundai","Palisade","SEL","","hyundai","fixed_interval","volume_suv","volume","","","target","2020 Hyundai Palisade"
"1742","hyundai-palisade-2020-limited","2020","Hyundai","Palisade","Limited","","hyundai","fixed_interval","volume_suv","volume","","","target","2020 Hyundai Palisade"
"1743","kia-sorento-2025-lx","2025","Kia","Sorento","LX","","kia","fixed_interval","volume_suv","volume","","","target","2025 Kia Sorento"
"1744","kia-sorento-2025-ex","2025","Kia","Sorento","EX","","kia","fixed_interval","volume_suv","volume","","","target","2025 Kia Sorento"
"1745","kia-sorento-2025-sx","2025","Kia","Sorento","SX","","kia","fixed_interval","volume_suv","volume","","","target","2025 Kia Sorento"
"1746","kia-sorento-2024-lx","2024","Kia","Sorento","LX","","kia","fixed_interval","volume_suv","volume","","","target","2024 Kia Sorento"
"1747","kia-sorento-2024-ex","2024","Kia","Sorento","EX","","kia","fixed_interval","volume_suv","volume","","","target","2024 Kia Sorento"
"1748","kia-sorento-2024-sx","2024","Kia","Sorento","SX","","kia","fixed_interval","volume_suv","volume","","","target","2024 Kia Sorento"
"1749","kia-sorento-2023-lx","2023","Kia","Sorento","LX","","kia","fixed_interval","volume_suv","volume","","","target","2023 Kia Sorento"
"1750","kia-sorento-2023-ex","2023","Kia","Sorento","EX","","kia","fixed_interval","volume_suv","volume","","","target","2023 Kia Sorento"
"1751","kia-sorento-2023-sx","2023","Kia","Sorento","SX","","kia","fixed_interval","volume_suv","volume","","","target","2023 Kia Sorento"
"1752","kia-sorento-2022-lx","2022","Kia","Sorento","LX","","kia","fixed_interval","volume_suv","volume","","","target","2022 Kia Sorento"
"1753","kia-sorento-2022-ex","2022","Kia","Sorento","EX","","kia","fixed_interval","volume_suv","volume","","","target","2022 Kia Sorento"
"1754","kia-sorento-2022-sx","2022","Kia","Sorento","SX","","kia","fixed_interval","volume_suv","volume","","","target","2022 Kia Sorento"
"1755","kia-sorento-2021-lx","2021","Kia","Sorento","LX","","kia","fixed_interval","volume_suv","volume","","","target","2021 Kia Sorento"
"1756","kia-sorento-2021-ex","2021","Kia","Sorento","EX","","kia","fixed_interval","volume_suv","volume","","","target","2021 Kia Sorento"
"1757","kia-sorento-2021-sx","2021","Kia","Sorento","SX","","kia","fixed_interval","volume_suv","volume","","","target","2021 Kia Sorento"
"1758","kia-sorento-2020-lx","2020","Kia","Sorento","LX","","kia","fixed_interval","volume_suv","volume","","","target","2020 Kia Sorento"
"1759","kia-sorento-2020-ex","2020","Kia","Sorento","EX","","kia","fixed_interval","volume_suv","volume","","","target","2020 Kia Sorento"
"1760","kia-sorento-2020-sx","2020","Kia","Sorento","SX","","kia","fixed_interval","volume_suv","volume","","","target","2020 Kia Sorento"
"1761","kia-forte-2025-fe","2025","Kia","Forte","FE","","kia","fixed_interval","volume_sedan","volume","","","target","2025 Kia Forte"
"1762","kia-forte-2025-lxs","2025","Kia","Forte","LXS","","kia","fixed_interval","volume_sedan","volume","","","target","2025 Kia Forte"
"1763","kia-forte-2025-gt-line","2025","Kia","Forte","GT-Line","","kia","fixed_interval","volume_sedan","volume","","","target","2025 Kia Forte"
"1764","kia-forte-2024-fe","2024","Kia","Forte","FE","","kia","fixed_interval","volume_sedan","volume","","","target","2024 Kia Forte"
"1765","kia-forte-2024-lxs","2024","Kia","Forte","LXS","","kia","fixed_interval","volume_sedan","volume","","","target","2024 Kia Forte"
"1766","kia-forte-2024-gt-line","2024","Kia","Forte","GT-Line","","kia","fixed_interval","volume_sedan","volume","","","target","2024 Kia Forte"
"1767","kia-forte-2023-fe","2023","Kia","Forte","FE","","kia","fixed_interval","volume_sedan","volume","","","target","2023 Kia Forte"
"1768","kia-forte-2023-lxs","2023","Kia","Forte","LXS","","kia","fixed_interval","volume_sedan","volume","","","target","2023 Kia Forte"
"1769","kia-forte-2023-gt-line","2023","Kia","Forte","GT-Line","","kia","fixed_interval","volume_sedan","volume","","","target","2023 Kia Forte"
"1770","kia-forte-2022-fe","2022","Kia","Forte","FE","","kia","fixed_interval","volume_sedan","volume","","","target","2022 Kia Forte"
"1771","kia-forte-2022-lxs","2022","Kia","Forte","LXS","","kia","fixed_interval","volume_sedan","volume","","","target","2022 Kia Forte"
"1772","kia-forte-2022-gt-line","2022","Kia","Forte","GT-Line","","kia","fixed_interval","volume_sedan","volume","","","target","2022 Kia Forte"
"1773","kia-forte-2021-fe","2021","Kia","Forte","FE","","kia","fixed_interval","volume_sedan","volume","","","target","2021 Kia Forte"
"1774","kia-forte-2021-lxs","2021","Kia","Forte","LXS","","kia","fixed_interval","volume_sedan","volume","","","target","2021 Kia Forte"
"1775","kia-forte-2021-gt-line","2021","Kia","Forte","GT-Line","","kia","fixed_interval","volume_sedan","volume","","","target","2021 Kia Forte"
"1776","kia-forte-2020-fe","2020","Kia","Forte","FE","","kia","fixed_interval","volume_sedan","volume","","","target","2020 Kia Forte"
"1777","kia-forte-2020-lxs","2020","Kia","Forte","LXS","","kia","fixed_interval","volume_sedan","volume","","","target","2020 Kia Forte"
"1778","kia-forte-2020-gt-line","2020","Kia","Forte","GT-Line","","kia","fixed_interval","volume_sedan","volume","","","target","2020 Kia Forte"
"1779","nissan-sentra-2025-s","2025","Nissan","Sentra","S","","nissan","fixed_interval","volume_sedan","volume","","","target","2025 Nissan Sentra"
"1780","nissan-sentra-2025-sv","2025","Nissan","Sentra","SV","","nissan","fixed_interval","volume_sedan","volume","","","target","2025 Nissan Sentra"
"1781","nissan-sentra-2025-sr","2025","Nissan","Sentra","SR","","nissan","fixed_interval","volume_sedan","volume","","","target","2025 Nissan Sentra"
"1782","nissan-sentra-2024-s","2024","Nissan","Sentra","S","","nissan","fixed_interval","volume_sedan","volume","","","target","2024 Nissan Sentra"
"1783","nissan-sentra-2024-sv","2024","Nissan","Sentra","SV","","nissan","fixed_interval","volume_sedan","volume","","","target","2024 Nissan Sentra"
"1784","nissan-sentra-2024-sr","2024","Nissan","Sentra","SR","","nissan","fixed_interval","volume_sedan","volume","","","target","2024 Nissan Sentra"
"1785","nissan-sentra-2023-s","2023","Nissan","Sentra","S","","nissan","fixed_interval","volume_sedan","volume","","","target","2023 Nissan Sentra"
"1786","nissan-sentra-2023-sv","2023","Nissan","Sentra","SV","","nissan","fixed_interval","volume_sedan","volume","","","target","2023 Nissan Sentra"
"1787","nissan-sentra-2023-sr","2023","Nissan","Sentra","SR","","nissan","fixed_interval","volume_sedan","volume","","","target","2023 Nissan Sentra"
"1788","nissan-sentra-2022-s","2022","Nissan","Sentra","S","","nissan","fixed_interval","volume_sedan","volume","","","target","2022 Nissan Sentra"
"1789","nissan-sentra-2022-sv","2022","Nissan","Sentra","SV","","nissan","fixed_interval","volume_sedan","volume","","","target","2022 Nissan Sentra"
"1790","nissan-sentra-2022-sr","2022","Nissan","Sentra","SR","","nissan","fixed_interval","volume_sedan","volume","","","target","2022 Nissan Sentra"
"1791","nissan-sentra-2021-s","2021","Nissan","Sentra","S","","nissan","fixed_interval","volume_sedan","volume","","","target","2021 Nissan Sentra"
"1792","nissan-sentra-2021-sv","2021","Nissan","Sentra","SV","","nissan","fixed_interval","volume_sedan","volume","","","target","2021 Nissan Sentra"
"1793","nissan-sentra-2021-sr","2021","Nissan","Sentra","SR","","nissan","fixed_interval","volume_sedan","volume","","","target","2021 Nissan Sentra"
